Unnamed: 0,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
3,3~4,7.56,76.97,8.75,32.99,0.45,0.04,10.15,6.67,1.72,---,1.66,---,52.66,1.14,3.28,0.16,64.5,43.44,54.88,3.03,2.88,6.06,4.51,0.93,---,8.53,70.83,110.78,2024-07-17 03:00:00
4,4~5,7.69,75.87,8.8,33.09,0.45,0.01,10.61,6.64,1.69,---,1.53,---,52.72,1.12,3.51,0.17,58.22,38.85,49.35,2.97,2.88,6.27,4.51,1.0,---,8.31,70.29,110.7,2024-07-17 04:00:00
5,5~6,7.25,73.79,8.97,33.3,0.31,0.03,10.31,6.69,1.62,---,1.47,---,52.49,1.53,2.85,0.17,54.1,36.84,48.3,3.03,2.94,6.1,1.63,0.73,---,8.38,70.0,109.54,2024-07-17 05:00:00
6,6~7,7.12,74.93,8.46,36.0,0.18,0.06,12.54,6.52,0.74,---,1.38,---,53.32,1.01,3.21,0.16,57.76,32.67,49.57,3.03,3.81,6.22,0.0,11.54,---,8.03,71.61,112.02,2024-07-17 06:00:00
7,7~8,8.81,81.5,9.29,45.51,0.18,0.42,16.69,6.81,0.64,---,1.44,---,58.35,1.13,3.59,0.12,52.63,32.63,76.72,3.12,4.06,6.97,0.0,13.54,---,11.78,72.97,116.32,2024-07-17 07:00:00
8,8~9,9.44,95.03,11.76,57.83,0.2,0.06,39.89,7.05,0.68,---,2.71,---,64.74,1.06,3.82,0.0,52.59,32.93,64.13,3.47,5.0,8.78,0.0,4.3,---,22.03,78.2,123.74,2024-07-17 08:00:00
9,9~10,11.69,123.29,11.87,67.64,0.2,1.11,52.54,7.33,0.66,---,3.69,---,73.4,1.29,3.47,0.0,48.83,29.85,47.9,4.1,5.07,10.28,0.0,4.03,---,26.16,90.99,138.58,2024-07-17 09:00:00
10,10~11,12.62,144.15,17.24,75.5,0.2,1.78,54.8,7.26,0.67,---,5.38,---,84.66,1.01,4.16,0.0,47.87,31.14,46.72,4.31,6.18,10.79,0.0,15.49,---,26.97,95.0,138.21,2024-07-17 10:00:00
11,11~12,12.32,166.16,18.44,76.6,0.21,1.77,67.35,10.15,0.7,---,7.09,---,100.2,1.01,4.73,0.0,41.0,23.93,49.09,4.84,5.94,11.4,0.0,19.03,---,25.81,97.01,150.74,2024-07-17 11:00:00
12,12~13,12.87,169.65,19.68,74.21,0.21,0.04,85.72,14.41,0.62,---,6.18,---,104.41,1.09,3.96,0.0,39.87,21.2,47.69,4.78,5.63,11.09,0.0,16.87,---,24.49,97.74,157.69,2024-07-17 12:00:00
13,13~14,12.5,166.37,20.42,74.91,0.21,0.02,79.23,17.64,0.73,---,7.41,---,104.7,0.99,4.87,0.0,35.66,31.14,46.85,4.91,4.76,12.75,0.0,5.42,---,24.54,97.83,162.96,2024-07-17 13:00:00
14,14~15,13.63,166.06,20.67,80.58,0.2,0.38,72.85,19.53,0.67,---,9.41,---,106.33,1.34,3.94,0.0,33.42,34.21,48.21,4.62,5.37,12.97,0.0,5.44,---,25.54,97.16,160.09,2024-07-17 14:00:00
15,15~16,14.25,166.29,20.74,80.19,0.21,0.86,76.01,26.3,0.7,---,9.62,---,103.45,1.15,4.86,0.0,41.34,28.3,42.82,4.79,6.06,13.09,0.0,19.66,---,25.96,96.73,163.36,2024-07-17 15:00:00
16,16~17,16.06,158.63,20.72,76.54,0.2,0.1,70.0,21.94,0.82,---,8.19,---,98.2,1.36,4.99,0.16,39.59,33.16,52.22,4.15,4.64,10.75,0.0,13.08,---,24.78,94.75,161.23,2024-07-17 16:00:00
17,17~18,11.31,141.99,20.19,68.05,0.2,0.05,76.5,16.0,1.19,---,6.69,---,98.27,1.8,4.82,0.17,40.29,32.9,71.75,4.03,4.44,8.54,0.5,5.14,---,15.28,94.34,158.98,2024-07-17 17:00:00
18,18~19,12.5,147.59,13.39,53.33,0.37,0.09,64.5,13.5,1.73,---,3.9,---,96.54,1.86,3.73,0.17,42.39,39.61,49.27,3.91,3.81,7.94,4.42,0.77,---,11.75,81.98,154.5,2024-07-17 18:00:00
19,19~20,12.5,130.16,12.18,44.45,0.46,0.09,54.38,9.81,1.69,---,5.35,---,91.25,4.19,4.13,0.16,48.11,49.77,51.98,3.87,3.63,7.65,4.36,1.38,---,9.81,79.53,145.31,2024-07-17 19:00:00
20,20~21,13.94,116.97,11.1,42.64,0.46,0.1,50.33,7.98,1.77,---,5.09,---,88.78,4.55,3.71,0.17,54.12,53.24,62.15,3.85,3.25,7.34,4.32,0.87,---,10.07,79.36,132.74,2024-07-17 20:00:00
21,21~22,14.62,100.38,10.99,42.27,0.45,0.1,40.7,8.92,1.72,---,5.0,---,82.5,4.29,4.11,0.17,71.21,61.04,73.19,3.78,3.0,7.44,4.3,1.03,---,10.44,78.16,129.37,2024-07-17 21:00:00
22,22~23,14.25,90.5,10.61,40.5,0.44,0.1,14.34,8.6,1.7,---,3.04,---,77.1,4.7,3.5,0.16,79.68,60.71,154.56,3.62,3.01,7.63,4.29,0.74,---,8.93,76.12,128.59,2024-07-17 22:00:00
23,23~24,14.69,85.06,10.45,37.53,0.44,0.1,12.79,8.34,1.78,---,2.34,---,71.41,3.75,4.01,0.17,90.85,64.09,101.88,3.66,3.0,7.03,4.38,1.2,---,9.25,75.71,118.98,2024-07-17 23:00:00
0,0~1,16.81,81.37,10.96,37.73,0.44,0.1,10.84,8.91,1.7,---,2.25,---,65.97,3.92,3.62,0.16,88.07,62.99,80.34,3.66,2.94,6.53,4.76,0.76,---,9.07,74.49,115.24,2024-07-18 00:00:00
1,1~2,12.25,79.56,10.41,36.49,0.45,0.1,11.18,7.19,1.73,---,2.25,---,64.22,2.11,3.33,0.17,89.01,51.37,70.22,3.72,3.0,5.97,4.59,0.7,---,7.87,72.71,114.29,2024-07-18 01:00:00
2,2~3,9.88,79.76,10.33,35.98,0.44,0.11,11.62,4.88,1.75,---,1.53,---,55.43,1.48,3.47,0.17,75.53,48.91,63.59,3.65,3.0,5.81,4.53,1.05,---,8.47,72.6,112.4,2024-07-18 02:00:00
3,3~4,9.19,77.5,10.27,36.0,0.44,0.07,11.62,4.63,1.71,---,1.56,---,54.64,1.1,3.53,0.16,68.9,46.78,57.56,3.69,3.07,5.66,4.52,0.95,---,9.19,70.89,112.42,2024-07-18 03:00:00
4,4~5,8.56,74.97,9.93,34.92,0.44,0.0,12.05,4.51,1.78,---,1.5,---,54.73,1.09,3.31,0.17,65.96,40.66,53.41,3.47,3.0,5.62,4.5,1.0,---,8.37,72.11,112.02,2024-07-18 04:00:00
5,5~6,8.06,73.69,10.11,35.35,0.3,0.0,11.61,4.71,1.6,---,1.53,---,54.61,1.34,2.94,0.17,61.62,39.88,53.38,3.09,3.07,5.41,1.61,0.72,---,8.31,70.44,111.22,2024-07-18 05:00:00
6,6~7,9.0,73.62,9.79,38.92,0.18,0.05,14.6,4.33,0.76,---,1.41,---,55.02,1.1,3.52,0.16,58.87,39.26,69.81,3.16,4.01,5.56,0.0,12.29,---,8.78,70.89,114.4,2024-07-18 06:00:00
7,7~8,10.0,79.13,11.39,46.23,0.18,0.07,18.43,4.57,0.72,---,1.34,---,57.16,1.26,3.85,0.1,59.29,40.14,87.66,3.37,4.31,5.91,0.0,13.6,---,12.23,72.44,117.9,2024-07-18 07:00:00
8,8~9,10.31,92.65,15.25,59.91,0.18,0.07,37.94,4.81,0.7,---,2.47,---,64.15,1.39,4.26,0.0,57.79,41.53,50.96,3.72,5.0,7.22,0.0,9.54,---,18.81,76.29,131.73,2024-07-18 08:00:00
9,9~10,12.5,123.69,16.55,66.41,0.19,1.81,56.58,11.55,0.74,---,3.35,---,75.02,1.19,5.18,0.0,56.69,39.69,51.1,4.16,5.06,9.21,0.0,5.25,---,28.12,91.51,138.12,2024-07-18 09:00:00
10,10~11,13.75,147.19,18.38,77.84,0.2,2.11,65.81,11.88,0.68,---,4.53,---,94.05,1.25,6.29,0.0,53.21,39.72,49.84,3.9,5.44,9.63,0.0,14.4,---,28.88,98.23,151.96,2024-07-18 10:00:00
11,11~12,14.69,161.18,18.54,81.41,0.21,1.84,100.36,17.57,0.92,---,4.59,---,95.31,1.19,6.85,0.0,53.06,39.27,50.29,3.91,5.75,10.0,0.0,20.12,---,30.78,100.38,159.73,2024-07-18 11:00:00
12,12~13,11.38,160.41,18.73,77.73,0.2,1.9,103.37,15.13,0.73,---,4.69,---,95.22,1.2,5.31,0.0,45.44,32.12,45.33,3.63,5.38,10.03,0.0,17.0,---,27.31,98.37,163.56,2024-07-18 12:00:00
13,13~14,11.18,157.07,20.94,78.56,0.2,2.57,102.4,14.48,0.69,---,4.69,---,94.59,1.12,5.46,0.0,42.53,29.97,44.66,3.81,4.5,11.09,0.0,6.11,---,29.78,98.82,164.66,2024-07-18 13:00:00
14,14~15,12.82,160.68,22.71,83.33,0.2,2.47,109.28,14.53,0.73,---,5.12,---,94.31,1.38,5.25,0.0,43.73,31.26,47.78,4.25,4.69,11.35,0.0,5.82,---,34.85,100.89,170.3,2024-07-18 14:00:00
15,15~16,11.31,163.56,21.76,80.2,0.2,0.91,87.26,16.12,0.7,---,5.03,---,96.83,1.45,4.93,0.0,39.65,30.17,63.25,4.03,4.94,11.59,0.0,18.24,---,30.9,99.85,177.81,2024-07-18 15:00:00
16,16~17,10.75,160.44,24.48,76.41,0.2,0.04,67.76,16.17,0.8,---,4.38,---,95.86,1.23,5.05,0.11,41.21,29.04,41.13,4.0,4.57,10.28,0.0,13.36,---,29.5,98.29,174.66,2024-07-18 16:00:00
17,17~18,12.44,153.0,20.27,67.7,0.19,0.04,72.38,16.94,1.18,---,4.72,---,96.39,1.25,5.05,0.17,37.26,29.0,40.81,3.62,4.0,8.53,0.5,0.77,---,15.56,98.49,163.11,2024-07-18 17:00:00
18,18~19,16.06,137.4,18.64,58.93,0.36,0.07,74.16,17.4,1.69,---,3.24,---,91.51,1.52,4.04,0.16,42.35,39.15,47.78,3.6,3.56,8.07,4.63,0.85,---,12.34,85.89,154.82,2024-07-18 18:00:00
19,19~20,13.81,122.38,16.93,49.34,0.45,0.09,67.72,13.84,1.74,---,3.23,---,86.84,4.24,3.81,0.17,53.3,44.21,53.09,3.56,3.5,8.13,4.39,1.53,---,10.26,81.26,145.78,2024-07-18 19:00:00
20,20~21,13.0,118.85,15.27,43.62,0.45,0.1,61.2,10.24,1.72,---,3.62,---,86.27,4.29,4.0,0.17,66.03,53.34,58.72,3.5,3.19,7.55,4.3,1.04,---,11.56,74.74,137.47,2024-07-18 20:00:00
21,21~22,14.81,113.08,13.39,41.21,0.45,0.09,48.96,9.16,1.75,---,2.94,---,83.03,4.32,4.01,0.16,80.63,62.24,71.5,3.47,2.94,7.22,4.33,0.81,---,9.1,72.72,129.14,2024-07-18 21:00:00
22,22~23,18.32,98.41,11.21,39.2,0.44,0.1,12.79,6.84,1.75,---,2.59,---,80.18,4.83,3.67,0.17,75.63,59.81,150.07,3.5,2.95,7.41,4.26,0.83,---,9.09,73.06,125.0,2024-07-18 22:00:00
23,23~24,16.62,92.13,11.09,37.5,0.44,0.09,11.79,4.15,1.7,---,2.31,---,78.44,3.86,3.69,0.16,84.3,62.13,121.97,3.41,2.87,7.06,4.39,0.94,---,8.84,74.52,122.88,2024-07-18 23:00:00
0,0~1,21.0,85.47,10.87,35.72,0.43,0.1,11.54,3.96,1.76,---,2.44,---,79.09,3.79,3.72,0.17,87.67,57.58,84.53,3.46,2.95,6.98,4.24,1.02,---,8.34,74.95,120.23,2024-07-19 00:00:00
1,1~2,11.38,83.94,10.81,35.27,0.44,0.07,11.32,3.99,1.72,---,1.69,---,64.86,1.65,4.23,0.17,83.34,52.35,83.28,3.44,2.87,6.09,4.24,0.81,---,8.51,75.02,119.1,2024-07-19 01:00:00
2,2~3,9.56,89.94,10.69,35.17,0.44,0.1,11.7,3.86,1.76,---,1.62,---,61.21,0.97,3.8,0.16,76.81,49.07,72.9,3.47,2.88,5.87,4.25,0.77,---,8.09,74.24,117.91,2024-07-19 02:00:00
3,3~4,9.25,83.58,11.06,35.4,0.43,0.02,11.43,4.01,1.73,---,1.5,---,60.22,0.97,3.37,0.17,67.24,43.69,62.0,3.47,2.95,5.75,4.23,0.96,---,7.99,73.54,117.47,2024-07-19 03:00:00
4,4~5,8.81,79.69,10.76,35.6,0.44,0.0,12.2,3.99,1.73,---,1.53,---,57.57,1.0,3.39,0.17,64.42,41.42,57.6,3.31,2.87,5.62,4.25,1.14,---,8.35,73.92,116.82,2024-07-19 04:00:00
5,5~6,8.69,79.41,10.69,34.87,0.29,0.0,11.83,3.92,1.63,---,1.47,---,57.19,1.36,3.77,0.16,59.88,40.43,56.49,3.22,2.94,5.79,1.54,0.7,---,8.38,73.38,116.51,2024-07-19 05:00:00
6,6~7,8.81,79.15,10.74,38.85,0.17,0.05,14.37,3.56,0.75,---,1.35,---,57.82,1.0,3.33,0.17,57.65,46.46,56.72,2.78,3.87,5.87,0.0,9.29,---,8.18,73.54,119.21,2024-07-19 06:00:00
7,7~8,10.0,84.13,12.15,44.68,0.17,0.05,23.62,3.82,0.73,---,1.5,---,58.0,1.56,4.04,0.07,56.72,37.97,78.91,2.88,4.19,7.06,0.0,13.97,---,12.57,75.08,128.26,2024-07-19 07:00:00
8,8~9,10.94,96.22,12.72,58.5,0.18,1.41,78.21,3.98,0.72,---,2.74,---,63.74,1.41,3.53,0.0,54.16,37.22,71.66,3.31,4.94,9.28,0.0,7.38,---,14.12,79.94,134.89,2024-07-19 08:00:00
9,9~10,12.12,127.81,13.45,69.66,0.19,1.81,89.31,10.94,0.7,---,4.45,---,85.88,1.23,4.63,0.0,56.16,36.09,57.0,3.87,5.12,11.5,0.0,4.2,---,15.19,94.97,141.7,2024-07-19 09:00:00
10,10~11,12.19,143.22,17.14,83.84,0.2,1.99,92.95,15.24,0.76,---,5.74,---,92.76,1.59,4.56,0.0,51.6,39.27,53.25,4.94,5.44,12.63,0.0,16.03,---,19.15,100.28,154.33,2024-07-19 10:00:00
11,11~12,12.88,152.57,18.62,83.3,0.19,1.85,105.1,12.77,0.69,---,6.66,---,95.66,1.41,4.35,0.0,46.93,36.08,51.28,5.0,5.25,12.65,0.0,18.85,---,19.54,99.13,157.25,2024-07-19 11:00:00
12,12~13,12.56,149.9,18.66,79.73,0.19,2.09,111.26,12.3,0.71,---,7.35,---,98.36,1.36,5.17,0.0,45.99,35.0,49.94,5.31,5.44,11.35,0.0,16.12,---,23.15,99.05,162.53,2024-07-19 12:00:00
13,13~14,11.62,157.78,21.48,79.88,0.19,1.85,135.91,15.97,0.72,---,9.18,---,97.33,1.38,4.73,0.0,47.86,36.65,51.06,5.0,4.57,12.94,0.0,4.28,---,31.47,99.28,166.44,2024-07-19 13:00:00
14,14~15,12.13,162.5,22.23,85.2,0.2,2.04,164.41,19.09,0.72,---,10.03,---,98.7,1.27,4.48,0.0,46.74,40.89,47.19,4.82,4.88,13.69,0.0,4.39,---,26.22,99.62,163.47,2024-07-19 14:00:00
15,15~16,12.5,160.44,23.05,84.53,0.2,2.2,108.3,19.14,0.7,---,9.91,---,98.75,1.34,5.39,0.0,44.59,39.53,49.06,4.81,5.18,13.56,0.0,18.82,---,24.97,99.17,154.06,2024-07-19 15:00:00
16,16~17,9.87,154.88,24.17,83.21,0.19,1.92,86.4,17.47,0.79,---,8.66,---,94.78,1.56,4.1,0.01,46.69,32.82,44.53,4.12,4.51,10.9,0.0,16.93,---,25.37,96.54,147.74,2024-07-19 16:00:00
17,17~18,11.5,147.02,18.93,71.61,0.2,1.78,67.86,15.33,1.23,---,7.84,---,94.35,1.77,4.5,0.16,40.63,30.62,78.48,4.69,4.25,9.38,0.45,2.02,---,12.79,96.43,140.98,2024-07-19 17:00:00
18,18~19,15.88,137.16,14.59,56.32,0.35,0.07,56.44,10.56,1.66,---,4.72,---,91.56,2.07,3.9,0.17,41.35,39.22,51.8,4.44,3.69,8.15,4.22,0.74,---,11.69,88.22,131.8,2024-07-19 18:00:00
19,19~20,16.87,121.69,11.54,47.6,0.45,0.1,49.52,7.98,1.78,---,6.69,---,79.67,4.25,3.76,0.17,44.33,41.56,52.5,4.28,3.63,8.07,4.35,1.04,---,10.31,80.62,127.91,2024-07-19 19:00:00
20,20~21,16.32,101.21,11.6,44.23,0.44,0.09,45.43,7.82,1.7,---,8.15,---,78.43,4.36,4.24,0.16,49.32,46.92,63.47,4.25,3.26,7.44,4.28,1.27,---,8.99,80.18,129.79,2024-07-19 20:00:00
21,21~22,14.93,94.11,11.45,42.57,0.43,0.08,37.93,7.82,1.75,---,5.57,---,74.51,4.38,3.49,0.17,62.38,50.5,70.81,4.09,3.0,7.59,4.31,0.92,---,7.82,79.12,125.64,2024-07-19 21:00:00
22,22~23,18.5,91.08,11.31,37.26,0.44,0.09,15.16,7.59,1.74,---,5.19,---,73.61,4.27,3.5,0.17,70.25,63.0,132.06,4.07,3.01,7.41,4.24,0.92,---,8.72,78.63,121.58,2024-07-19 22:00:00
23,23~24,19.0,85.82,11.36,35.28,0.43,0.09,11.91,7.46,1.69,---,4.74,---,71.81,3.94,3.68,0.16,82.51,64.56,125.72,3.97,3.0,7.4,4.24,0.81,---,8.43,77.36,117.78,2024-07-19 23:00:00
0,0~1,16.94,78.0,11.32,34.3,0.42,0.09,11.82,4.68,1.76,---,2.79,---,72.15,3.97,3.36,0.17,84.01,60.05,86.41,3.96,2.93,6.84,4.23,1.0,---,8.32,76.8,111.35,2024-07-20 00:00:00
1,1~2,11.88,76.65,10.63,34.22,0.43,0.1,11.9,4.35,1.7,---,2.86,---,69.9,1.76,3.58,0.16,76.69,53.7,75.04,4.0,2.94,6.26,4.23,1.04,---,8.65,76.36,111.37,2024-07-20 01:00:00
2,2~3,9.93,74.07,10.81,34.22,0.43,0.1,12.07,4.43,1.72,---,1.85,---,58.84,1.18,3.76,0.17,70.12,45.81,66.37,3.91,2.94,6.03,4.23,1.04,---,8.25,76.13,111.27,2024-07-20 02:00:00
3,3~4,9.13,73.02,10.91,34.25,0.42,0.09,11.94,4.38,1.77,---,1.72,---,55.22,1.19,3.7,0.17,65.46,43.04,59.03,3.91,3.01,5.94,4.24,0.8,---,8.47,75.97,110.18,2024-07-20 03:00:00
4,4~5,8.87,71.82,10.85,34.37,0.43,0.1,12.56,4.12,1.69,---,1.78,---,52.88,1.11,3.8,0.16,59.27,43.29,55.69,3.47,3.0,5.96,4.24,0.87,---,7.91,76.31,109.46,2024-07-20 04:00:00
5,5~6,8.75,72.25,11.12,34.25,0.3,0.09,12.05,4.02,1.63,---,1.66,---,53.27,1.37,3.24,0.17,57.72,40.85,54.59,3.18,3.0,5.91,1.54,1.17,---,7.34,75.0,108.57,2024-07-20 05:00:00
6,6~7,9.44,72.31,11.2,34.11,0.17,0.06,14.76,3.8,0.69,---,1.59,---,54.09,1.19,3.65,0.16,56.78,38.65,52.81,3.35,3.5,6.07,0.0,0.69,---,8.4,76.74,110.34,2024-07-20 06:00:00
7,7~8,10.25,74.6,11.98,34.7,0.16,0.04,34.85,4.09,0.7,---,1.5,---,54.47,1.23,3.85,0.1,54.8,37.33,83.97,3.4,3.87,6.4,0.0,1.5,---,8.76,77.27,113.84,2024-07-20 07:00:00
8,8~9,8.94,76.53,14.7,37.83,0.17,0.05,82.28,4.15,0.74,---,1.56,---,57.54,1.36,4.17,0.0,55.34,40.97,78.88,4.13,4.39,7.31,0.0,0.69,---,8.16,78.18,119.1,2024-07-20 08:00:00
9,9~10,9.81,82.0,17.1,45.53,0.17,0.05,114.48,4.21,0.71,---,1.76,---,60.59,1.42,3.73,0.0,55.93,41.27,58.18,4.22,4.5,11.21,0.0,0.91,---,9.21,79.5,121.02,2024-07-20 09:00:00
10,10~11,10.13,88.28,20.87,49.47,0.18,0.05,109.98,3.52,0.73,---,2.87,---,75.15,1.47,4.94,0.0,52.42,40.39,61.35,4.18,4.5,12.01,0.0,0.99,---,8.94,81.64,124.39,2024-07-20 10:00:00
11,11~12,8.5,93.97,19.76,48.69,0.17,0.04,104.95,2.55,0.69,---,3.19,---,90.75,1.63,4.06,0.0,53.46,37.98,56.1,4.19,4.5,11.66,0.0,0.85,---,12.47,83.64,125.28,2024-07-20 11:00:00
12,12~13,11.25,100.06,18.62,48.16,0.18,0.05,101.15,3.66,0.71,---,2.56,---,100.83,1.44,5.68,0.0,47.64,41.04,54.34,4.19,4.5,10.0,0.0,1.03,---,10.19,84.09,131.12,2024-07-20 12:00:00
13,13~14,13.93,102.72,18.62,50.12,0.17,0.04,92.81,9.51,0.72,---,2.41,---,92.97,1.26,4.97,0.0,43.8,37.95,48.71,4.16,4.45,11.75,0.0,0.78,---,9.75,84.85,133.46,2024-07-20 13:00:00
14,14~15,12.63,102.85,19.77,48.49,0.18,0.04,87.24,8.82,0.68,---,4.56,---,92.79,1.2,4.44,0.0,39.28,37.42,46.16,4.18,4.37,11.78,0.0,0.77,---,9.87,83.3,131.65,2024-07-20 14:00:00
15,15~16,10.44,102.84,18.56,47.6,0.18,0.06,85.04,8.65,0.74,---,5.44,---,94.95,1.43,4.33,0.0,43.66,35.59,50.65,4.28,4.44,12.66,0.0,1.14,---,9.88,83.47,136.28,2024-07-20 15:00:00
16,16~17,9.43,105.93,16.05,44.9,0.18,0.05,64.75,7.93,0.76,---,4.56,---,94.18,1.28,5.17,0.02,41.21,36.85,45.92,4.38,4.44,9.93,0.0,0.93,---,10.12,84.65,132.6,2024-07-20 16:00:00
17,17~18,13.25,102.82,13.14,43.48,0.18,0.05,27.21,8.23,1.26,---,4.35,---,97.3,1.28,4.84,0.17,37.07,35.49,56.31,4.28,4.18,8.4,0.4,0.73,---,10.47,89.31,127.77,2024-07-20 17:00:00
18,18~19,11.63,99.16,12.6,41.06,0.35,0.06,17.01,8.18,1.66,---,4.14,---,92.24,1.53,4.0,0.17,38.65,40.73,76.84,4.19,3.69,7.63,4.18,0.95,---,9.34,83.55,122.95,2024-07-20 18:00:00
19,19~20,11.75,95.4,12.48,41.24,0.42,0.09,16.65,7.85,1.77,---,4.11,---,87.6,4.12,3.74,0.16,45.66,41.59,50.47,4.34,3.56,7.72,4.31,0.74,---,9.45,78.92,119.06,2024-07-20 19:00:00
20,20~21,14.87,101.28,11.9,40.12,0.44,0.09,16.44,7.25,1.74,---,3.58,---,83.51,4.64,3.7,0.17,52.47,39.66,53.25,4.13,3.26,7.43,4.29,1.58,---,8.46,78.45,115.28,2024-07-20 20:00:00
21,21~22,13.25,98.34,12.48,39.3,0.44,0.1,16.27,4.73,1.73,---,3.01,---,80.59,4.3,4.2,0.17,64.06,48.63,66.0,4.12,3.0,7.01,4.26,1.04,---,9.34,77.42,118.12,2024-07-20 21:00:00
22,22~23,16.07,98.44,12.16,37.33,0.43,0.09,13.4,4.78,1.73,---,2.62,---,77.2,4.11,3.72,0.16,67.41,54.9,73.96,4.06,3.0,7.34,4.24,0.8,---,8.81,76.23,116.14,2024-07-20 22:00:00
23,23~24,14.93,94.44,11.54,35.12,0.43,0.09,12.03,4.66,1.66,---,2.75,---,76.36,4.08,3.79,0.17,71.62,57.7,141.66,3.82,2.95,7.63,4.22,0.99,---,8.69,75.66,112.86,2024-07-20 23:00:00
0,0~1,20.75,93.63,11.56,35.05,0.43,0.1,11.99,4.51,1.77,---,1.94,---,61.42,4.12,3.36,0.16,74.4,58.34,89.23,3.84,2.94,6.96,4.22,0.84,---,8.32,76.33,111.33,2024-07-21 00:00:00
1,1~2,13.82,90.05,11.5,34.31,0.43,0.09,11.63,3.5,1.66,---,1.6,---,54.33,2.21,3.7,0.17,73.07,54.62,71.24,3.72,3.0,6.07,4.22,0.94,---,8.78,75.78,111.92,2024-07-21 01:00:00
2,2~3,9.81,88.6,11.13,34.17,0.43,0.1,12.6,2.46,1.71,---,1.55,---,54.17,1.21,3.69,0.17,71.06,44.57,63.4,3.72,2.94,5.84,4.21,1.03,---,8.03,75.64,110.05,2024-07-21 02:00:00
3,3~4,9.25,86.9,11.51,33.88,0.43,0.09,12.61,2.51,1.71,---,1.63,---,53.98,1.23,3.79,0.16,65.1,39.77,57.26,3.72,3.01,5.81,4.23,0.85,---,8.32,75.09,107.36,2024-07-21 03:00:00
4,4~5,8.19,82.29,11.18,33.89,0.43,0.08,12.7,2.49,1.71,---,1.56,---,53.86,1.21,3.13,0.17,59.93,37.82,50.72,3.4,2.93,5.72,4.21,0.78,---,7.62,75.25,106.87,2024-07-21 04:00:00
5,5~6,8.12,80.06,10.92,33.87,0.29,0.08,12.69,2.44,1.65,---,1.53,---,54.09,1.38,3.46,0.17,55.91,36.17,51.15,3.16,3.0,5.72,1.56,1.2,---,8.18,74.8,106.54,2024-07-21 05:00:00
6,6~7,7.56,78.28,10.83,33.78,0.17,0.07,15.0,2.18,0.7,---,1.54,---,54.9,0.83,3.29,0.12,51.75,35.99,47.75,3.44,3.44,5.72,0.0,0.78,---,8.48,75.44,106.95,2024-07-21 06:00:00
7,7~8,9.19,78.38,11.38,34.35,0.17,0.07,37.07,2.18,0.7,---,1.4,---,54.95,1.06,3.86,0.0,51.85,35.72,49.78,3.37,3.81,6.03,0.0,0.89,---,8.02,76.18,109.86,2024-07-21 07:00:00
8,8~9,11.75,81.74,14.13,37.78,0.16,0.06,89.49,2.51,0.72,---,1.5,---,57.35,1.39,4.37,0.0,53.86,37.33,73.32,4.06,4.45,7.19,0.0,1.3,---,8.32,77.8,113.29,2024-07-21 08:00:00
9,9~10,8.56,87.82,15.87,43.62,0.17,0.05,194.43,2.45,0.7,---,2.6,---,61.06,1.17,3.73,0.0,54.28,37.09,69.93,4.25,4.44,11.59,0.0,0.72,---,8.63,78.87,115.3,2024-07-21 09:00:00
10,10~11,8.69,91.78,14.77,46.72,0.17,0.04,188.93,2.38,0.75,---,3.71,---,76.17,1.14,4.22,0.0,52.19,36.75,52.85,4.1,4.44,11.44,0.0,1.2,---,8.46,79.0,117.73,2024-07-21 10:00:00
11,11~12,8.81,95.88,14.86,46.03,0.17,0.05,184.38,2.56,0.69,---,3.88,---,79.82,1.28,4.7,0.0,52.97,36.84,51.34,4.03,4.43,12.22,0.0,0.72,---,9.94,80.72,119.47,2024-07-21 11:00:00
12,12~13,9.32,97.06,12.85,46.55,0.17,0.03,184.94,3.87,0.75,---,3.56,---,91.12,1.46,6.13,0.0,50.45,40.99,47.72,4.03,4.94,10.56,0.0,1.03,---,9.53,81.41,119.47,2024-07-21 12:00:00
13,13~14,10.06,101.91,14.25,50.24,0.18,0.05,190.26,12.55,0.7,---,3.34,---,91.6,2.0,4.93,0.0,52.29,45.9,52.5,4.03,5.0,12.0,0.0,0.71,---,9.43,82.45,120.53,2024-07-21 13:00:00
14,14~15,9.37,113.8,15.24,52.9,0.18,0.04,191.61,13.52,0.71,---,3.85,---,93.23,1.31,4.19,0.0,46.44,40.88,56.44,4.06,5.13,12.44,0.0,0.72,---,9.82,81.61,120.57,2024-07-21 14:00:00
15,15~16,14.25,121.29,15.32,50.49,0.18,0.05,129.02,12.92,0.72,---,3.31,---,94.84,1.54,4.76,0.0,50.23,37.08,54.15,4.19,5.12,13.62,0.0,1.27,---,9.5,82.57,123.86,2024-07-21 15:00:00
16,16~17,12.57,120.19,15.92,47.43,0.18,0.06,58.83,12.98,0.78,---,3.19,---,92.4,1.19,5.27,0.05,53.65,38.67,56.19,4.1,4.81,11.57,0.0,0.79,---,8.72,80.91,123.36,2024-07-21 16:00:00
